startdate,starttime,cad_eventtype_code,cad_eventtype,lat,lng,neighborhood
05/28/15 04:00 PM,02:26:16 PM,ALARM, ALARM,42.28607,-71.05036,Dorchester
05/12/15 12:00 AM,12:27:04 AM,ABAN, ABANDONED CALL(P) ,42.28632,-71.09139,Mattapan
03/05/15 04:00 AM,07:14:04 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.28632,-71.09139,Mattapan
03/09/15 08:00 AM,05:28:48 PM,ABAN, ABANDONED CALL(P) ,42.28632,-71.09139,Mattapan
03/05/15 04:00 AM,06:52:46 PM,MVA, MOTOR VEHICLE ACCIDENT,42.28635,-71.11343,Roslindale
03/09/15 08:00 AM,07:14:23 PM,ABAN, ABANDONED CALL(P) ,42.28639,-71.06879,Dorchester
05/20/15 08:00 AM,12:09:52 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.28646,-71.08018,Mattapan
03/09/15 08:00 AM,08:58:33 AM,VAND, VANDALISM ,42.28653,-71.12383,Roslindale
05/07/15 08:00 PM,03:11:45 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.28656,-71.12474,Roslindale
05/16/15 04:00 AM,03:32:05 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.28656,-71.12474,Roslindale
03/13/15 12:00 PM,01:51:06 PM,IVPER, INVESTIGATE PERSON,42.28661,-71.05844,Dorchester
05/07/15 08:00 PM,10:26:54 AM,MISC, MISCELLANEOUS CALLS ,42.28662,-71.09325,Mattapan
05/16/15 04:00 AM,10:37:38 AM,LARCENY, LARCENY,42.28662,-71.08783,Mattapan
05/16/15 04:00 AM,05:08:04 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.28667,-71.05703,Dorchester
05/12/15 12:00 AM,10:21:48 AM,MVA, MOTOR VEHICLE ACCIDENT,42.28671,-71.04409,Dorchester
05/16/15 04:00 AM,04:39:53 PM,VAND, VANDALISM ,42.28678,-71.12159,Roslindale
03/05/15 04:00 AM,02:45:24 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.28683,-71.08959,Mattapan
05/07/15 08:00 PM,05:57:50 PM,CD16, Tagging,42.28686,-71.15016,Roxbury
03/05/15 04:00 AM,11:23:42 AM,MVA, MOTOR VEHICLE ACCIDENT,42.28691,-71.08585,Mattapan
03/05/15 04:00 AM,07:58:52 PM,DISTRB, DISTURBANCE ,42.28707,-71.09421,Mattapan
03/13/15 12:00 PM,05:48:38 PM,MISC, MISCELLANEOUS CALLS ,42.28707,-71.09421,Mattapan
03/13/15 12:00 PM,05:57:01 PM,DISTRB, DISTURBANCE ,42.28707,-71.09421,Mattapan
03/13/15 12:00 PM,05:57:01 PM,IVPER, INVESTIGATE PERSON,42.28707,-71.09421,Mattapan
05/12/15 12:00 AM,05:55:32 PM,CD24, 209A Service,42.28717,-71.08861,Mattapan
03/05/15 04:00 AM,08:44:22 PM,RESP, DIFFICULTY BREATHING,42.28727,-71.15388,Roxbury
05/07/15 08:00 PM,03:27:05 PM,CD19RA, Walk and Talk RA,42.28728,-71.14148,Roslindale
05/24/15 12:00 PM,02:34:20 PM,CD19, Walk and Talk ,42.28728,-71.14697,Roslindale
05/28/15 04:00 PM,09:08:55 AM,CD19, Walk and Talk ,42.28728,-71.14148,Roslindale
03/05/15 04:00 AM,07:20:26 AM,UNKEMS, UNABLE TO DETERMINE IF CONS/MOVING (E) (F) (P) ,42.28743,-71.12139,Roslindale
03/09/15 08:00 AM,03:08:11 PM,UNK, UNKNOWN PROBLEM ,42.28743,-71.0855,Mattapan
03/05/15 04:00 AM,07:39:36 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.28748,-71.08757,Mattapan
05/12/15 12:00 AM,04:18:04 PM,TS, TRAFFIC STOP,42.28756,-71.09345,Mattapan
05/20/15 08:00 AM,09:39:31 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.28756,-71.09345,Mattapan
05/28/15 04:00 PM,02:28:57 AM,SSA, SHOT SPOTTER ACTIVATION ,42.28756,-71.09345,Mattapan
05/28/15 04:00 PM,03:19:06 AM,IVPREM, INVESTIGATE PREMISE ,42.28756,-71.09345,Mattapan
05/28/15 04:00 PM,06:56:33 PM,IVPER, INVESTIGATE PERSON,42.28756,-71.09345,Mattapan
03/05/15 04:00 AM,08:13:21 AM,IVPER, INVESTIGATE PERSON,42.28756,-71.09345,Mattapan
03/09/15 08:00 AM,04:24:49 PM,ABAN, ABANDONED CALL(P) ,42.28758,-71.06937,Dorchester
05/07/15 08:00 PM,06:40:25 AM,FIGHT, FIGHT,42.28773,-71.054647,Dorchester
05/16/15 04:00 AM,05:37:22 AM,FIGHT, FIGHT,42.28773,-71.054647,Dorchester
05/20/15 08:00 AM,02:01:26 PM,MVA, MOTOR VEHICLE ACCIDENT,42.28786,-71.03947,Dorchester
05/16/15 04:00 AM,10:22:35 AM,LARCENY, LARCENY,42.28798,-71.12573,Roslindale
05/07/15 08:00 PM,12:23:45 AM,ABAN, ABANDONED CALL(P) ,42.28799,-71.14916,Roxbury
05/07/15 08:00 PM,08:31:42 PM,ABAN, ABANDONED CALL(P) ,42.28804,-71.09274,Mattapan
05/07/15 08:00 PM,05:16:12 PM,MVA, MOTOR VEHICLE ACCIDENT,42.28805,-71.04184,Dorchester
05/28/15 04:00 PM,12:58:43 AM,ABAN, ABANDONED CALL(P) ,42.28814,-71.08242,Mattapan
05/16/15 04:00 AM,07:47:35 AM,ALARM, ALARM,42.28815,-71.06963,Dorchester
05/28/15 04:00 PM,01:51:25 PM,ALARM, ALARM,42.28815,-71.06963,Dorchester
05/20/15 08:00 AM,05:22:01 AM,AOD, ASSIST OUTSIDE DEPARTMENT ,42.28835,-71.08384,Mattapan
05/20/15 08:00 AM,05:22:01 AM,CD11, Warrant Service ,42.28835,-71.08384,Mattapan
05/07/15 08:00 PM,08:32:43 AM,CD24, 209A Service,42.28852,-71.05882,Dorchester
05/16/15 04:00 AM,02:33:26 PM,DISTRB, DISTURBANCE ,42.28852,-71.05882,Dorchester
05/28/15 04:00 PM,12:30:11 AM,IVPREM, INVESTIGATE PREMISE ,42.28856,-71.05361,Dorchester
05/20/15 08:00 AM,06:04:01 PM,ABAN, ABANDONED CALL(P) ,42.28857,-71.08286,Mattapan
03/05/15 04:00 AM,05:15:30 PM,PROP, PROPERTY,42.28858,-71.07607,Dorchester
05/24/15 12:00 PM,05:35:54 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.28865,-71.12655,Roslindale
03/05/15 04:00 AM,12:44:34 AM,DISTRB, DISTURBANCE ,42.28866,-71.05454,Dorchester
03/09/15 08:00 AM,12:18:40 AM,ABAN, ABANDONED CALL(P) ,42.28873,-71.14572,Roxbury
05/07/15 08:00 PM,05:36:27 PM,MVA, MOTOR VEHICLE ACCIDENT,42.28875,-71.07089,Dorchester
05/28/15 04:00 PM,06:16:12 PM,MVA, MOTOR VEHICLE ACCIDENT,42.28879,-71.05533,Dorchester
05/24/15 12:00 PM,05:12:58 PM,VAND, VANDALISM ,42.28901,-71.07273,Dorchester
05/24/15 12:00 PM,01:06:48 AM,ABAN, ABANDONED CALL(P) ,42.28912,-71.077708,Dorchester
03/09/15 08:00 AM,05:34:52 PM,IVPER, INVESTIGATE PERSON,42.28912,-71.077708,Dorchester
03/13/15 12:00 PM,11:11:43 AM,PROP, PROPERTY,42.28912,-71.077708,Dorchester
05/07/15 08:00 PM,04:43:55 PM,CD19, Walk and Talk ,42.28919,-71.11611,JamaicaPlain
05/07/15 08:00 PM,04:47:06 PM,ABAN, ABANDONED CALL(P) ,42.28925,-71.12559,Roslindale
05/07/15 08:00 PM,04:49:14 PM,ABAN, ABANDONED CALL(P) ,42.28925,-71.12559,Roslindale
05/07/15 08:00 PM,05:01:24 AM,ABAN, ABANDONED CALL(P) ,42.28925,-71.12559,Roslindale
05/07/15 08:00 PM,05:10:04 PM,ABAN, ABANDONED CALL(P) ,42.28925,-71.12559,Roslindale
05/07/15 08:00 PM,05:14:46 AM,ABAN, ABANDONED CALL(P) ,42.28925,-71.12559,Roslindale
05/07/15 08:00 PM,05:56:01 AM,ABAN, ABANDONED CALL(P) ,42.28925,-71.12559,Roslindale
05/07/15 08:00 PM,06:17:06 PM,ABAN, ABANDONED CALL(P) ,42.28925,-71.12559,Roslindale
05/07/15 08:00 PM,06:47:35 AM,ABAN, ABANDONED CALL(P) ,42.28925,-71.12559,Roslindale
05/12/15 12:00 AM,05:14:03 PM,MISC, MISCELLANEOUS CALLS ,42.28925,-71.12559,Roslindale
05/12/15 12:00 AM,06:34:56 PM,ABAN, ABANDONED CALL(P) ,42.28925,-71.12559,Roslindale
05/16/15 04:00 AM,05:26:04 AM,ABAN, ABANDONED CALL(P) ,42.28925,-71.12559,Roslindale
03/05/15 04:00 AM,01:24:14 PM,TS, TRAFFIC STOP,42.28925,-71.12559,Roslindale
03/13/15 12:00 PM,11:40:07 PM,IVPER, INVESTIGATE PERSON,42.28929,-71.11798,JamaicaPlain
03/13/15 12:00 PM,11:40:07 PM,MVA, MOTOR VEHICLE ACCIDENT,42.28929,-71.11798,JamaicaPlain
03/05/15 04:00 AM,04:47:59 PM,CD19, Walk and Talk ,42.28935,-71.11315,JamaicaPlain
05/24/15 12:00 PM,08:33:04 AM,MISC, MISCELLANEOUS CALLS ,42.28937,-71.06247,Dorchester
03/09/15 08:00 AM,08:52:08 PM,ALARM, ALARM,42.28944,-71.0588,Dorchester
05/12/15 12:00 AM,10:22:51 AM,ABAN, ABANDONED CALL(P) ,42.28985,-71.05739,Dorchester
05/20/15 08:00 AM,05:26:02 PM,IVPER, INVESTIGATE PERSON,42.28985,-71.05898,Dorchester
05/24/15 12:00 PM,08:10:04 PM,ABAN, ABANDONED CALL(P) ,42.28985,-71.05739,Dorchester
05/12/15 12:00 AM,08:33:39 PM,IVPER, INVESTIGATE PERSON,42.28988,-71.06851,Dorchester
05/12/15 12:00 AM,08:33:39 PM,LANTEN, LANDORD TENNANT ISSUE ,42.28988,-71.06851,Dorchester
05/20/15 08:00 AM,03:21:16 PM,LANTEN, LANDORD TENNANT ISSUE ,42.28988,-71.06851,Dorchester
05/20/15 08:00 AM,05:04:20 PM,IVPREM, INVESTIGATE PREMISE ,42.28988,-71.06851,Dorchester
05/20/15 08:00 AM,05:34:24 PM,LANTEN, LANDORD TENNANT ISSUE ,42.28988,-71.06851,Dorchester
05/20/15 08:00 AM,06:06:45 PM,LANTEN, LANDORD TENNANT ISSUE ,42.28988,-71.06851,Dorchester
05/20/15 08:00 AM,07:52:35 PM,LANTEN, LANDORD TENNANT ISSUE ,42.28988,-71.06851,Dorchester
05/20/15 08:00 AM,10:00:43 AM,LANTEN, LANDORD TENNANT ISSUE ,42.28988,-71.06851,Dorchester
05/24/15 12:00 PM,05:32:12 PM,ALARM, ALARM,42.28988,-71.06851,Dorchester
05/24/15 12:00 PM,06:35:47 PM,CD9, Station Assignment,42.28988,-71.06851,Dorchester
03/09/15 08:00 AM,09:15:26 PM,ALARM, ALARM,42.28988,-71.06851,Dorchester
05/12/15 12:00 AM,07:06:59 PM,LARCENY, LARCENY,42.29006,-71.05639,Dorchester
05/16/15 04:00 AM,10:45:33 PM,AB, ASSAULT AND BATTERY ,42.29007,-71.12357,Roslindale
05/16/15 04:00 AM,10:45:33 PM,ARREST, ARREST REPORT ,42.29007,-71.12357,Roslindale
05/16/15 04:00 AM,10:45:33 PM,DISTRB, DISTURBANCE ,42.29007,-71.12357,Roslindale
03/09/15 08:00 AM,03:26:56 PM,FO, OTHER TYPE FIRE ,42.29007,-71.12357,Roslindale
03/09/15 08:00 AM,06:47:12 PM,MISC, MISCELLANEOUS CALLS ,42.29007,-71.12357,Roslindale
05/28/15 04:00 PM,12:20:22 AM,FIGHT, FIGHT,42.29012,-71.06593,Dorchester
05/07/15 08:00 PM,06:42:09 AM,ABAN, ABANDONED CALL(P) ,42.29014,-71.06715,Dorchester
05/12/15 12:00 AM,07:30:53 AM,ABAN, ABANDONED CALL(P) ,42.29014,-71.06715,Dorchester
05/16/15 04:00 AM,05:36:00 AM,ABAN, ABANDONED CALL(P) ,42.29014,-71.06715,Dorchester
05/16/15 04:00 AM,07:42:16 AM,MISC, MISCELLANEOUS CALLS ,42.29014,-71.06715,Dorchester
05/24/15 12:00 PM,09:42:49 PM,MISC, MISCELLANEOUS CALLS ,42.29014,-71.06715,Dorchester
05/07/15 08:00 PM,04:32:10 AM,UNKEMS, UNABLE TO DETERMINE IF CONS/MOVING (E) (F) (P) ,42.29015,-71.07317,Dorchester
05/16/15 04:00 AM,07:04:59 PM,ABAN, ABANDONED CALL(P) ,42.29015,-71.07317,Dorchester
03/05/15 04:00 AM,03:00:51 AM,INVEST, INVESTIGATION ,42.29015,-71.07317,Dorchester
03/09/15 08:00 AM,07:16:12 PM,UNCONS, UNCONSCIOUS PERSON (E) (F) (P) ,42.29015,-71.07317,Dorchester
05/07/15 08:00 PM,06:07:44 PM,UNKEMS, UNABLE TO DETERMINE IF CONS/MOVING (E) (F) (P) ,42.29033,-71.1189,JamaicaPlain
05/16/15 04:00 AM,04:15:57 PM,MISC, MISCELLANEOUS CALLS ,42.29034,-71.05895,Dorchester
03/09/15 08:00 AM,02:37:11 PM,LARCENY, LARCENY,42.29051,-71.16291,Roxbury
05/24/15 12:00 PM,02:56:07 AM,ABAN, ABANDONED CALL(P) ,42.29061,-71.06406,Dorchester
03/05/15 04:00 AM,05:03:10 PM,IVPER, INVESTIGATE PERSON,42.29071,-71.068141,Dorchester
03/05/15 04:00 AM,05:08:58 PM,DISTRB, DISTURBANCE ,42.29071,-71.068141,Dorchester
05/12/15 12:00 AM,04:11:14 PM,ABAN, ABANDONED CALL(P) ,42.29085,-71.05541,Dorchester
05/16/15 04:00 AM,08:16:13 PM,MVA, MOTOR VEHICLE ACCIDENT,42.29085,-71.07355,Dorchester
05/07/15 08:00 PM,10:04:18 AM,MISC, MISCELLANEOUS CALLS ,42.29088,-71.05995,Dorchester
05/07/15 08:00 PM,10:11:27 AM,REQP, Request BPD Response,42.29088,-71.05995,Dorchester
05/24/15 12:00 PM,04:25:23 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29088,-71.05995,Dorchester
03/05/15 04:00 AM,08:42:59 PM,ABAN, ABANDONED CALL(P) ,42.29091,-71.05863,Dorchester
03/13/15 12:00 PM,04:05:26 PM,DISTRB, DISTURBANCE ,42.29091,-71.05863,Dorchester
05/28/15 04:00 PM,12:24:37 AM,IVPER, INVESTIGATE PERSON,42.29093,-71.16643,Roxbury
05/12/15 12:00 AM,08:17:32 PM,SS, SUSPECT STOP,42.29104,-71.07529,Dorchester
05/16/15 04:00 AM,04:28:27 PM,ABAN, ABANDONED CALL(P) ,42.29118,-71.06208,Dorchester
05/07/15 08:00 PM,08:48:44 AM,IVPREM, INVESTIGATE PREMISE ,42.29123,-71.06763,Dorchester
05/28/15 04:00 PM,04:25:13 PM,IVPER, INVESTIGATE PERSON,42.29135,-71.065576,Dorchester
03/05/15 04:00 AM,04:28:04 PM,ABAN, ABANDONED CALL(P) ,42.29135,-71.09023,Mattapan
03/05/15 04:00 AM,04:38:17 PM,ABAN, ABANDONED CALL(P) ,42.29135,-71.09023,Mattapan
03/05/15 04:00 AM,06:28:50 AM,DISTRB, DISTURBANCE ,42.29139,-71.06042,Dorchester
05/12/15 12:00 AM,10:32:13 AM,IVPER, INVESTIGATE PERSON,42.29141,-71.08947,Mattapan
05/12/15 12:00 AM,11:26:36 AM,IVPER, INVESTIGATE PERSON,42.29141,-71.08947,Mattapan
05/20/15 08:00 AM,09:26:18 AM,IVPER, INVESTIGATE PERSON,42.29141,-71.08947,Mattapan
05/28/15 04:00 PM,08:37:55 AM,CD11, Warrant Service ,42.29141,-71.08947,Mattapan
05/28/15 04:00 PM,08:38:13 AM,CD11, Warrant Service ,42.29141,-71.08947,Mattapan
05/28/15 04:00 PM,08:39:41 AM,CD11, Warrant Service ,42.29141,-71.08947,Mattapan
05/28/15 04:00 PM,11:52:39 AM,INJOFF, INJURED OFFICER ,42.29141,-71.08947,Mattapan
03/13/15 12:00 PM,07:27:24 PM,IVPER, INVESTIGATE PERSON,42.29141,-71.08947,Mattapan
05/16/15 04:00 AM,07:12:43 PM,MVA, MOTOR VEHICLE ACCIDENT,42.29145,-71.15446,Roxbury
05/16/15 04:00 AM,07:16:06 PM,MVA, MOTOR VEHICLE ACCIDENT,42.29145,-71.15446,Roxbury
05/16/15 04:00 AM,07:19:08 PM,MVA, MOTOR VEHICLE ACCIDENT,42.29145,-71.15446,Roxbury
05/16/15 04:00 AM,07:22:41 PM,MVA, MOTOR VEHICLE ACCIDENT,42.29145,-71.15446,Roxbury
05/16/15 04:00 AM,07:26:25 PM,MVA, MOTOR VEHICLE ACCIDENT,42.29145,-71.15446,Roxbury
05/16/15 04:00 AM,07:30:05 PM,MVA, MOTOR VEHICLE ACCIDENT,42.29145,-71.15446,Roxbury
03/13/15 12:00 PM,08:40:07 AM,IVPREM, INVESTIGATE PREMISE ,42.29146,-71.1518,Roxbury
05/20/15 08:00 AM,09:51:49 AM,ALARM, ALARM,42.29149,-71.1392,Roslindale
05/07/15 08:00 PM,05:15:30 PM,IVPREM, INVESTIGATE PREMISE ,42.29156,-71.07273,Dorchester
05/07/15 08:00 PM,05:19:54 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29176,-71.11456,JamaicaPlain
05/20/15 08:00 AM,02:42:01 PM,CD24, 209A Service,42.29177,-71.11942,Roslindale
05/20/15 08:00 AM,08:39:06 PM,ABAN, ABANDONED CALL(P) ,42.29177,-71.11942,Roslindale
05/20/15 08:00 AM,12:21:16 AM,CD19RA, Walk and Talk RA,42.29177,-71.11942,Roslindale
05/28/15 04:00 PM,08:13:55 AM,CD19, Walk and Talk ,42.29177,-71.11942,Roslindale
05/20/15 08:00 AM,07:59:24 PM,ALARM, ALARM,42.29196,-71.11367,JamaicaPlain
05/28/15 04:00 PM,05:36:19 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29206,-71.0536,Dorchester
03/13/15 12:00 PM,07:55:46 PM,ABAN, ABANDONED CALL(P) ,42.29206,-71.0536,Dorchester
05/20/15 08:00 AM,05:46:57 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29214,-71.122319,Roslindale
05/28/15 04:00 PM,07:44:00 PM,INVEST, INVESTIGATION ,42.29214,-71.122319,Roslindale
03/05/15 04:00 AM,04:18:03 PM,ROBBERY, ROBBERY,42.29247,-71.06529,Dorchester
03/05/15 04:00 AM,04:18:27 PM,ROBBERY, ROBBERY,42.29247,-71.06529,Dorchester
03/05/15 04:00 AM,12:04:39 AM,IVPER, INVESTIGATE PERSON,42.29251,-71.16506,Roxbury
05/28/15 04:00 PM,06:14:26 PM,DISTRB, DISTURBANCE ,42.29252,-71.1237,Roslindale
03/09/15 08:00 AM,09:30:01 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29257,-71.1204,Roslindale
03/09/15 08:00 AM,11:25:16 AM,IVPER, INVESTIGATE PERSON,42.29295,-71.12279,Roslindale
05/16/15 04:00 AM,10:19:27 PM,ABAN, ABANDONED CALL(P) ,42.29297,-71.07649,Dorchester
05/07/15 08:00 PM,09:04:16 AM,CD19, Walk and Talk ,42.29321,-71.11888,Roslindale
05/24/15 12:00 PM,04:57:39 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29321,-71.11888,Roslindale
05/24/15 12:00 PM,10:30:37 PM,PKNIFE, PERSON WITH A KNIFE ,42.29321,-71.11888,Roslindale
03/05/15 04:00 AM,02:00:32 AM,DISTRB, DISTURBANCE ,42.29321,-71.11888,Roslindale
03/05/15 04:00 AM,02:30:55 AM,DISTRB, DISTURBANCE ,42.29321,-71.11888,Roslindale
03/05/15 04:00 AM,03:23:38 AM,DISTRB, DISTURBANCE ,42.29321,-71.11888,Roslindale
03/13/15 12:00 PM,09:24:46 PM,IVPER, INVESTIGATE PERSON,42.29321,-71.11888,Roslindale
03/13/15 12:00 PM,09:29:17 PM,VAND, VANDALISM ,42.29321,-71.11888,Roslindale
05/28/15 04:00 PM,02:17:54 AM,ABAN, ABANDONED CALL(P) ,42.29324,-71.11498,JamaicaPlain
05/16/15 04:00 AM,07:34:56 AM,MISC, MISCELLANEOUS CALLS ,42.29338,-71.0608,Dorchester
05/07/15 08:00 PM,08:19:58 PM,ABAN, ABANDONED CALL(P) ,42.29347,-71.08249,Mattapan
05/07/15 08:00 PM,08:20:49 PM,ABAN, ABANDONED CALL(P) ,42.29347,-71.08249,Mattapan
05/07/15 08:00 PM,10:52:07 PM,ABAN, ABANDONED CALL(P) ,42.29347,-71.08249,Mattapan
05/07/15 08:00 PM,11:53:37 AM,ABAN, ABANDONED CALL(P) ,42.29347,-71.08249,Mattapan
05/12/15 12:00 AM,11:27:21 AM,MISC, MISCELLANEOUS CALLS ,42.29347,-71.08249,Mattapan
05/24/15 12:00 PM,10:54:48 AM,ABAN, ABANDONED CALL(P) ,42.29347,-71.08249,Mattapan
05/28/15 04:00 PM,05:38:08 PM,ABAN, ABANDONED CALL(P) ,42.29347,-71.08249,Mattapan
05/28/15 04:00 PM,05:45:10 PM,ABAN, ABANDONED CALL(P) ,42.29347,-71.08249,Mattapan
03/05/15 04:00 AM,09:19:56 AM,ABAN, ABANDONED CALL(P) ,42.29347,-71.08249,Mattapan
03/05/15 04:00 AM,12:33:25 AM,UNK, UNKNOWN PROBLEM ,42.29367,-71.12011,Roslindale
03/13/15 12:00 PM,03:35:59 PM,MISC, MISCELLANEOUS CALLS ,42.29376,-71.06094,Dorchester
03/09/15 08:00 AM,09:57:13 AM,ALARM, ALARM,42.29388,-71.04627,Dorchester
05/24/15 12:00 PM,04:30:33 PM,IVPREM, INVESTIGATE PREMISE ,42.29405,-71.1471,Roxbury
03/09/15 08:00 AM,03:38:47 PM,MVA, MOTOR VEHICLE ACCIDENT,42.29405,-71.0618,Dorchester
05/28/15 04:00 PM,08:21:06 AM,MISC, MISCELLANEOUS CALLS ,42.29406,-71.11938,Roslindale
03/13/15 12:00 PM,10:34:47 PM,CD24, 209A Service,42.29409,-71.1597,Roxbury
05/20/15 08:00 AM,04:43:53 PM,MISC, MISCELLANEOUS CALLS ,42.29417,-71.09114,Mattapan
05/20/15 08:00 AM,12:24:20 AM,ABAN, ABANDONED CALL(P) ,42.29417,-71.09114,Mattapan
05/07/15 08:00 PM,06:14:53 PM,MISC, MISCELLANEOUS CALLS ,42.29427,-71.07283,Dorchester
05/12/15 12:00 AM,12:32:51 AM,IVPREM, INVESTIGATE PREMISE ,42.29427,-71.07283,Dorchester
05/28/15 04:00 PM,07:52:14 PM,IVPER, INVESTIGATE PERSON,42.29427,-71.07283,Dorchester
05/28/15 04:00 PM,12:57:13 AM,AB, ASSAULT AND BATTERY ,42.29427,-71.07283,Dorchester
05/28/15 04:00 PM,01:49:36 PM,VAND, VANDALISM ,42.29463,-71.11665,JamaicaPlain
05/07/15 08:00 PM,06:03:58 PM,IVPER, INVESTIGATE PERSON,42.29474,-71.05853,Dorchester
05/07/15 08:00 PM,11:50:31 AM,EDP, EMOTIONALLY DISTURBED PERSON,42.29474,-71.05853,Dorchester
05/24/15 12:00 PM,05:20:42 PM,MVA, MOTOR VEHICLE ACCIDENT,42.29474,-71.06193,Dorchester
05/24/15 12:00 PM,08:39:58 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29476,-71.07715,Dorchester
05/12/15 12:00 AM,08:41:43 PM,ABAN, ABANDONED CALL(P) ,42.29481,-71.06249,Dorchester
05/07/15 08:00 PM,03:57:52 PM,ABAN, ABANDONED CALL(P) ,42.29504,-71.0714,Dorchester
05/16/15 04:00 AM,09:35:26 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29504,-71.0714,Dorchester
05/16/15 04:00 AM,10:35:04 PM,IVPER, INVESTIGATE PERSON,42.29504,-71.0714,Dorchester
05/24/15 12:00 PM,01:26:11 AM,ALARM, ALARM,42.29505,-71.04695,Dorchester
05/28/15 04:00 PM,01:17:25 PM,DISTRB, DISTURBANCE ,42.29505,-71.05284,Dorchester
05/28/15 04:00 PM,01:17:25 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29505,-71.05284,Dorchester
05/28/15 04:00 PM,01:57:00 PM,IVPER, INVESTIGATE PERSON,42.29505,-71.05284,Dorchester
05/28/15 04:00 PM,05:56:37 AM,IVPER, INVESTIGATE PERSON,42.29505,-71.04695,Dorchester
05/07/15 08:00 PM,07:57:46 PM,ABAN, ABANDONED CALL(P) ,42.29513,-71.07956,Mattapan
05/07/15 08:00 PM,08:17:47 PM,ABAN, ABANDONED CALL(P) ,42.29513,-71.07956,Mattapan
05/16/15 04:00 AM,12:47:25 AM,MISC, MISCELLANEOUS CALLS ,42.29513,-71.07956,Mattapan
03/09/15 08:00 AM,09:13:04 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29524,-71.14944,Roxbury
03/05/15 04:00 AM,07:34:24 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29533,-71.07023,Dorchester
05/07/15 08:00 PM,04:17:00 AM,UNK, UNKNOWN PROBLEM ,42.29541,-71.11503,JamaicaPlain
05/28/15 04:00 PM,07:50:18 PM,ABAN, ABANDONED CALL(P) ,42.29546,-71.06457,Dorchester
05/28/15 04:00 PM,07:50:18 PM,IVPER, INVESTIGATE PERSON,42.29546,-71.06457,Dorchester
03/13/15 12:00 PM,02:28:30 PM,ALARM, ALARM,42.29546,-71.06457,Dorchester
05/16/15 04:00 AM,08:46:25 AM,ABAN, ABANDONED CALL(P) ,42.29557,-71.08501,Mattapan
05/07/15 08:00 PM,07:15:56 PM,MVA, MOTOR VEHICLE ACCIDENT,42.29566,-71.07248,Dorchester
05/07/15 08:00 PM,06:46:07 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29577,-71.06474,Dorchester
05/07/15 08:00 PM,05:19:00 PM,TS, TRAFFIC STOP,42.29583,-71.05465,Dorchester
05/12/15 12:00 AM,05:04:13 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.29591,-71.08313,Mattapan
05/07/15 08:00 PM,01:10:28 PM,MISSING, INVESTIGATE PERSON,42.29594,-71.05597,Dorchester
05/07/15 08:00 PM,08:12:57 AM,CD24, 209A Service,42.29594,-71.05597,Dorchester
05/16/15 04:00 AM,03:06:12 PM,REQEP, Request EMS and BPD Response,42.29594,-71.05597,Dorchester
05/07/15 08:00 PM,04:24:09 PM,MISC, MISCELLANEOUS CALLS ,42.29595,-71.07269,Dorchester
05/12/15 12:00 AM,01:34:26 PM,INVEST, INVESTIGATION ,42.29595,-71.07269,Dorchester
05/12/15 12:00 AM,06:00:10 AM,VAND, VANDALISM ,42.29595,-71.07269,Dorchester
05/20/15 08:00 AM,06:08:08 PM,IVPER, INVESTIGATE PERSON,42.29595,-71.07269,Dorchester
05/07/15 08:00 PM,03:55:11 PM,ABAN, ABANDONED CALL(P) ,42.29613,-71.06339,Dorchester
05/16/15 04:00 AM,05:05:42 PM,CARDIAC, CARDIAC EVENT ,42.29613,-71.06339,Dorchester
05/12/15 12:00 AM,08:27:55 PM,AB, ASSAULT AND BATTERY ,42.29614,-71.07741,Dorchester
05/24/15 12:00 PM,01:13:02 PM,EDP, EMOTIONALLY DISTURBED PERSON,42.29614,-71.07741,Dorchester
05/28/15 04:00 PM,08:18:31 AM,MISSING, INVESTIGATE PERSON,42.29614,-71.07741,Dorchester
05/28/15 04:00 PM,09:24:48 AM,MISSING, INVESTIGATE PERSON,42.29614,-71.07741,Dorchester
03/09/15 08:00 AM,09:42:19 PM,IVPER, INVESTIGATE PERSON,42.29614,-71.07741,Dorchester
